"","dpi","interact","dpi.1","interact.1","dpi.2","interact.2","dpi.3","interact.3","dpi.4","interact.4"
"1",0.0120131385107795,0.00358470206454908,0.000432641603948268,9.14951685743096e-05,0.31025411248017,0.156636815156363,0.0226467942707389,0.0083534448184106,0.0266564954608695,0.0266564954608695
