"","dpi","interact","dpi.1","interact.1","dpi.2","interact.2","dpi.3","interact.3","dpi.4","interact.4"
"1",7.44797405907329e-05,0.000264365508431164,3.91849269645448e-07,1.19234889227823e-05,0.325347813693069,0.255880987887145,0.0389570549167041,0.714717770961408,0.0680894596279323,0.0231577284661945
